name,chromosome,start_loc,end_loc
22286-1431,9,110974382,110974613
22287-1432,9,111117912,111118651
22288-1433,9,111271111,111272378
22289-1434,9,111311364,111312804
22290-1435,9,111439015,111439375
22291-1437,9,111689987,111690485
22292-1438,9,111805445,111805750
22293-1441,9,112235147,112235630
22294-1446,9,112959250,112959727
22295-1452,9,113707882,113708376
22296-1452,9,113741167,113742135
22297-1454,9,113930741,113931913
22298-1454,9,113988685,113989106
22299-1454,9,114026388,114026853
22300-1455,9,114057238,114057741
22301-1455,9,114107330,114107551
22302-1455,9,114147144,114147469
22303-1456,9,114281649,114281974
22304-1456,9,114283445,114283721
22305-1457,9,114367955,114368395
22306-1457,9,114384736,114385011
22307-1457,9,114389996,114390730
22308-1457,9,114401059,114401687
22309-1459,9,114562280,114564596
22310-1459,9,114639827,114640284
22311-1460,9,114688467,114689377
22312-1460,9,114731112,114731542
22313-1460,9,114752944,114753212
22314-1460,9,114781225,114782048
22315-1461,9,114843665,114844314
22316-1461,9,114874224,114874716
22317-1461,9,114933374,114934034
22318-1462,9,114978046,114979085
22319-1462,9,114990901,114991113
22320-1463,9,115083643,115084123
22321-1464,9,115309501,115310991
22322-1471,9,116174665,116175439
22323-1473,9,116442294,116442499
22324-1477,9,116987641,116988557
22325-1484,9,117872168,117873077
22326-1485,9,117979832,117980075
22327-1485,9,118010948,118011253
22328-1485,9,118040102,118041216
22329-1486,9,118149867,118150356
22330-1488,9,118476863,118477213
22331-1488,9,118478480,118479486
22332-1488,9,118487794,118488191
22333-1489,9,118506139,118507181
22334-1489,9,118559594,118559833
22335-1489,9,118606598,118607327
22336-1492,9,118925209,118927072
22337-1493,9,119093277,119093775
22338-1493,9,119102656,119102968
22339-1494,9,119156533,119157059
22340-1494,9,119162622,119162858
22341-1495,9,119321884,119323111
22342-1495,9,119339620,119340000
22343-1495,9,119341392,119341967
22344-1495,9,119357454,119357911
22345-1495,9,119401916,119403600
22346-1496,9,119427445,119427702
22347-1496,9,119444836,119445177
22348-1496,9,119485633,119485943
22349-1496,9,119486563,119486773
22350-1497,9,119578474,119579349
22351-1497,9,119609880,119610090
22352-1499,9,119868120,119868555
22353-1499,9,119869148,119869957
22354-1499,9,119894747,119895533
22355-1500,9,119937449,119937779
22356-1500,9,119974190,119974410
22357-1500,9,119982977,119984084
22358-1500,9,120011040,120011521
22359-1501,9,120110302,120110896
22360-1501,9,120127500,120128163
22361-1502,9,120303647,120304555
22362-1504,9,120492381,120493084
22363-1504,9,120571381,120571798
22364-1504,9,120577084,120577580
22365-1505,9,120639749,120640169
22366-1507,9,120933178,120934555
22367-1508,9,121041311,121042430
22368-1509,9,121127949,121128357
22369-1510,9,121277064,121277957
22370-1510,9,121297306,121298089
22371-1510,9,121327074,121327305
22372-1511,9,121411990,121412470
22373-1511,9,121454340,121454592
22374-1511,9,121494280,121494700
22375-1513,9,121641630,121643111
22376-1513,9,121669388,121669638
22377-1513,9,121704737,121705299
22378-1513,9,121710259,121710778
22379-1513,9,121718812,121720052
22380-1513,9,121759208,121760621
22381-1513,9,121762634,121763050
22382-1514,9,121777769,121778530
22383-1514,9,121788890,121789132
22384-1514,9,121838954,121839539
22385-1514,9,121857013,121857963
22386-1515,9,121995664,121996058
22387-1516,9,122117183,122117893
22388-1517,9,122166543,122166962
22389-1517,9,122277885,122278259
22390-1518,9,122293954,122294592
22391-1518,9,122297343,122297609
22392-1518,9,122351443,122352187
22393-1518,9,122407427,122407643
22394-1520,9,122568822,122569788
22395-1520,9,122571416,122571675
22396-1520,9,122572205,122572723
22397-1521,9,122747129,122747451
22398-1521,9,122805526,122805858
22399-1522,9,122865758,122866007
22400-1522,9,122886825,122887174
22401-1522,9,122903301,122903536
22402-1522,9,122922930,122923275
22403-1523,9,122950701,122951318
22404-1523,9,123021110,123021707
22405-1524,9,123112851,123113510
22406-1524,9,123156818,123157109
22407-1524,9,123196596,123197124
22408-1525,9,123215689,123216077
22409-1525,9,123259607,123260965
22410-1526,9,123350968,123351468
22411-1526,9,123366754,123367131
22412-1527,9,123478399,123478883
22413-1527,9,123529415,123530197
22414-1528,9,123678266,123678959
22415-1528,9,123717377,123717806
22416-1529,9,123748471,123748741
22417-1529,9,123851491,123852159
22418-1530,9,123923115,123923814
22419-1530,9,123924610,123925609
22420-1533,9,124316392,124316697
22421-1534,9,124422552,124422772
22422-1534,9,124423168,124426073
22423-1534,9,124441650,124442281
22424-585,Un_GL456370,1485,1737
22425-585,Un_GL456378,27402,28190
22426-609,X,3217048,3217433
22427-610,X,3307547,3308026
22428-610,X,3312902,3313148
22429-610,X,3341154,3341396
22430-611,X,3466066,3466287
22431-613,X,3708039,3708260
22432-613,X,3716903,3717234
22433-615,X,4049165,4049496
22434-617,X,4279426,4279795
22435-618,X,4382109,4382440
22436-620,X,4617872,4618120
22437-624,X,5197210,5197439
22438-625,X,5264066,5264315
22439-625,X,5292291,5292537
22440-625,X,5297414,5297893
22441-625,X,5329526,5329836
22442-626,X,5467930,5468230
22443-626,X,5468555,5468767
22444-631,X,6047291,6048447
22445-631,X,6081940,6083368
22446-632,X,6172298,6173448
22447-633,X,6400008,6400901
22448-635,X,6572536,6572845
22449-636,X,6779052,6779330
22450-640,X,7318572,7319439
22451-641,X,7375175,7376089
22452-642,X,7573383,7574510
22453-643,X,7610126,7610349
22454-643,X,7638486,7638762
22455-643,X,7648627,7648856
22456-643,X,7671176,7671473
22457-643,X,7697149,7697417
22458-643,X,7714169,7714593
22459-643,X,7728374,7728692
22460-644,X,7750510,7751053
22461-644,X,7762498,7763008
22462-644,X,7841567,7842696
22463-645,X,7878013,7878789
22464-645,X,7884049,7884621
22465-645,X,7899237,7899651
22466-645,X,7919759,7919976
22467-645,X,7922053,7923087
22468-645,X,7947659,7948269
22469-646,X,8073890,8074841
22470-646,X,8096486,8096908
22471-647,X,8129015,8129265
22472-647,X,8145265,8145872
22473-647,X,8175668,8176167
22474-647,X,8192653,8192922
22475-647,X,8206309,8206720
22476-649,X,8502874,8503263
22477-652,X,8892318,8893690
22478-653,X,9003502,9003968
22479-655,X,9199822,9200901
22480-655,X,9272617,9273270
22481-656,X,9328024,9328246
22482-656,X,9433422,9434143
22483-658,X,9595859,9596202
22484-658,X,9631771,9632005
22485-658,X,9642106,9642549
22486-658,X,9645844,9646057
22487-659,X,9718411,9718837
22488-660,X,9925552,9925879
22489-662,X,10216402,10216886
22490-664,X,10409192,10409519
22491-666,X,10717162,10718695
22492-670,X,11144974,11145207
22493-672,X,11492064,11492389
22494-673,X,11664570,11665341
22495-675,X,11807041,11807919
22496-676,X,11999031,11999458
22497-676,X,12006280,12007396
22498-677,X,12076861,12081915
22499-677,X,12086982,12092060
22500-677,X,12127757,12128822
22501-677,X,12133306,12133812
22502-677,X,12135535,12137563
22503-677,X,12140168,12140599
22504-677,X,12152543,12152829
22505-677,X,12155820,12156282
22506-677,X,12158454,12160573
22507-678,X,12232518,12232739
22508-678,X,12252439,12252771
22509-681,X,12587420,12588165
22510-681,X,12673296,12673657
22511-682,X,12761454,12762429
22512-683,X,12936819,12937248
22513-684,X,13041695,13041982
22514-684,X,13071428,13073089
22515-686,X,13257519,13257911
22516-686,X,13280833,13282108
22517-687,X,13461561,13462055
22518-687,X,13485964,13486707
22519-690,X,13845930,13847105
22520-691,X,13955537,13955766
22521-692,X,14149777,14150290
22522-693,X,14190757,14191496
22523-694,X,14416597,14417255
22524-696,X,14570443,14572246
22525-698,X,14817519,14818254
22526-702,X,15399424,15400758
22527-703,X,15474597,15475152
22528-703,X,15478536,15478868
22529-703,X,15480183,15480386
22530-703,X,15486990,15487250
22531-706,X,15908902,15909144
22532-708,X,16148646,16148895
22533-711,X,16590800,16591237
22534-711,X,16618454,16618959
22535-721,X,17853124,17853365
22536-721,X,17855254,17855997
22537-723,X,18161828,18163568
22538-724,X,18301247,18301585
22539-724,X,18336376,18336773
22540-725,X,18367509,18367786
22541-726,X,18505425,18505865
22542-726,X,18538559,18539493
22543-726,X,18584034,18584609
22544-727,X,18625372,18625864
22545-727,X,18721694,18722759
22546-733,X,19524473,19524715
22547-734,X,19634804,19635173
22548-735,X,19662796,19663052
22549-736,X,19831590,19831909
22550-738,X,20059724,20061120
22551-739,X,20291470,20292021
22552-740,X,20425211,20426229
22553-742,X,20617032,20618390
22554-742,X,20688266,20688821
22555-742,X,20703880,20704574
22556-744,X,20848632,20848843
22557-744,X,20920388,20921176
22558-744,X,20961593,20962204
22559-745,X,21073093,21073337
22560-745,X,21101721,21101981
22561-747,X,21244983,21246034
22562-747,X,21260746,21261692
22563-747,X,21360799,21361072
22564-748,X,21409433,21409752
22565-748,X,21466486,21466715
22566-751,X,21865122,21865400
22567-753,X,22027744,22028255
22568-753,X,22034394,22034835
22569-753,X,22036971,22037274
22570-753,X,22048427,22048910
22571-753,X,22129982,22130737
22572-755,X,22384665,22384892
22573-756,X,22506657,22507306
22574-757,X,22569549,22570014
22575-757,X,22579713,22580055
22576-757,X,22644383,22644620
22577-759,X,22880944,22881816
22578-763,X,23364638,23364890
22579-764,X,23534956,23535699
22580-764,X,23590094,23590352
22581-765,X,23595359,23595672
22582-765,X,23692796,23693484
22583-767,X,23974511,23975160
22584-769,X,24151584,24152291
22585-770,X,24250088,24250418
22586-770,X,24255498,24255704
22587-776,X,25079063,25079338
22588-779,X,25435324,25435581
22589-788,X,26679777,26680290
22590-788,X,26680401,26680634
22591-789,X,26782752,26783197
22592-792,X,27240036,27240384
22593-793,X,27331521,27331893
22594-793,X,27388912,27389187
22595-796,X,27768310,27768682
22596-797,X,27794830,27795063
22597-799,X,28124606,28124978
22598-799,X,28151143,28151584
22599-802,X,28444287,28444659
22600-802,X,28501657,28501932
22601-804,X,28776276,28776648
22602-804,X,28802796,28803029
22603-805,X,28848461,28848736
22604-807,X,29124853,29125225
22605-807,X,29151403,29151844
22606-811,X,29630003,29630429
22607-811,X,29631052,29631383
22608-812,X,29778948,29779181
22609-812,X,29805554,29805926
22610-814,X,30082209,30082484
22611-814,X,30119469,30119910
22612-101,X,30146345,30146717
22613-815,X,30247658,30247881
22614-819,X,30678602,30678974
22615-819,X,30705152,30705593
22616-819,X,30742583,30742858
22617-820,X,30925212,30925560
22618-824,X,31372091,31372460
22619-827,X,31772412,31772776
22620-829,X,32020220,32020456
22621-829,X,32058634,32058939
22622-830,X,32140840,32141157
22623-830,X,32146584,32146805
22624-830,X,32147488,32147786
22625-830,X,32224472,32224823
22626-831,X,32289841,32290132
22627-831,X,32290377,32290640
22628-832,X,32502960,32503311
22629-833,X,32571727,32572249
22630-833,X,32624499,32624804
22631-836,X,32985376,32985745
22632-838,X,33188621,33188836
22633-838,X,33281480,33281716
22634-839,X,33324797,33325166
22635-840,X,33495354,33495622
22636-841,X,33565516,33565847
22637-841,X,33668584,33668915
22638-842,X,33808533,33808803
22639-843,X,33845613,33846002
22640-843,X,33849360,33849608
22641-843,X,33944495,33944709
22642-843,X,33945388,33945831
22643-845,X,34149771,34150102
22644-846,X,34275094,34275577
22645-848,X,34553352,34553597
22646-850,X,34832530,34832805
22647-851,X,34869795,34870236
22648-851,X,34896414,34896786
22649-853,X,35173353,35173628
22650-853,X,35230578,35230950
22651-855,X,35507824,35508889
22652-858,X,35822553,35823279
22653-858,X,35860319,35861248
22654-858,X,35888493,35889522
22655-859,X,36025584,36025921
22656-860,X,36111947,36112448
22657-862,X,36328331,36330273
22658-863,X,36460094,36460331
22659-864,X,36597987,36598863
22660-864,X,36644909,36645291
22661-865,X,36743647,36744050
22662-865,X,36795484,36796444
22663-865,X,36807777,36808136
22664-866,X,36864080,36864444
22665-866,X,36874238,36875133
22666-866,X,36902751,36903526
22667-867,X,37048391,37049821
22668-867,X,37085091,37085344
22669-868,X,37110106,37110559
22670-868,X,37126928,37127320
22671-868,X,37190898,37191746
22672-871,X,37538079,37538408
22673-872,X,37633917,37634159
22674-873,X,37826912,37827155
22675-874,X,37901621,37901864
22676-874,X,37909850,37910169
22677-875,X,38121101,38121770
22678-876,X,38179887,38180089
22679-876,X,38180828,38181252
22680-876,X,38189630,38190218
22681-878,X,38455973,38456432
22682-879,X,38564661,38565174
22683-879,X,38634977,38635341
22684-880,X,38667852,38668085
22685-880,X,38784250,38784569
22686-885,X,39331979,39332507
22687-887,X,39593995,39594852
22688-888,X,39805499,39805719
22689-891,X,40182333,40182683
22690-893,X,40371920,40372289
22691-896,X,40833488,40834019
22692-897,X,40954772,40955630
22693-897,X,40999681,40999922
22694-899,X,41180328,41180849
22695-899,X,41231784,41232315
22696-900,X,41401379,41401588
22697-901,X,41482587,41483330
22698-903,X,41705151,41705867
22699-903,X,41721244,41721450
22700-903,X,41726872,41727101
22701-903,X,41727765,41728194
22702-903,X,41744395,41744637
22703-904,X,41911041,41911984
22704-905,X,41995018,41995768
22705-905,X,42067966,42068482
22706-906,X,42148875,42150543
22707-909,X,42572973,42573504
22708-912,X,42926677,42927121
22709-914,X,43208965,43209470
22710-914,X,43232004,43232237
22711-915,X,43379410,43379626
22712-918,X,43679347,43680648
22713-919,X,43829621,43829824
22714-921,X,44043509,44043828
22715-922,X,44204409,44204641
22716-922,X,44268721,44269578
22717-923,X,44367765,44368118
22718-923,X,44387117,44387422
22719-924,X,44489330,44489649
22720-926,X,44789364,44790107
22721-927,X,44871692,44872078
22722-928,X,45011296,45011615
22723-930,X,45253067,45253516
22724-931,X,45472096,45472382
22725-933,X,45645936,45646165
22726-933,X,45659695,45659968
22727-946,X,47355821,47356121
22728-946,X,47424584,47425305
22729-946,X,47435968,47437119
22730-949,X,47736545,47736855
22731-950,X,47866380,47867672
22732-950,X,47891954,47892471
22733-950,X,47912383,47912670
22734-951,X,48034217,48034823
22735-952,X,48208202,48208781
22736-953,X,48256600,48256976
22737-953,X,48284807,48286068
22738-953,X,48314668,48315112
22739-953,X,48340779,48345786
22740-954,X,48409934,48410363
22741-954,X,48452905,48454662
22742-955,X,48513243,48513650
22743-955,X,48594101,48594555
22744-955,X,48623654,48623914
22745-956,X,48694957,48695316
22746-956,X,48705174,48705493
22747-957,X,48761832,48762151
22748-957,X,48846493,48846739
22749-958,X,48970618,48970987
22750-961,X,49351641,49352343
22751-961,X,49356391,49356750
22752-962,X,49425496,49425729
22753-962,X,49426536,49426762
22754-962,X,49493802,49494341
22755-963,X,49660882,49661112
22756-964,X,49693938,49694229
22757-966,X,49950392,49950833
22758-966,X,49998101,49998420
22759-967,X,50083441,50084386
22760-967,X,50164312,50164825
22761-969,X,50373694,50374012
22762-970,X,50466439,50466825
22763-972,X,50747497,50747862
22764-972,X,50841308,50841887
22765-974,X,51017949,51019069
22766-975,X,51204809,51206256
22767-976,X,51270750,51271055
22768-977,X,51436698,51436931
22769-979,X,51679908,51681589
22770-981,X,51924462,51924714
22771-982,X,52164145,52165542
22772-986,X,52612365,52612567
22773-986,X,52613529,52614260
22774-987,X,52744262,52744655
22775-987,X,52772570,52772774
22776-987,X,52791109,52791365
22777-988,X,52912081,52912673
22778-989,X,52988002,52988623
22779-989,X,53056746,53057331
22780-991,X,53269443,53270006
22781-994,X,53643106,53643564
22782-994,X,53664513,53664974
22783-994,X,53669783,53670241
22784-994,X,53716419,53716738
22785-995,X,53756476,53756727
22786-996,X,53884427,53884692
22787-996,X,53974656,53974995
22788-996,X,53975963,53976527
22789-998,X,54231126,54231357
22790-1002,X,54761035,54761268
22791-1008,X,55519306,55520393
22792-1008,X,55537726,55537984
22793-1009,X,55601082,55601595
22794-1009,X,55624937,55625268
22795-1009,X,55643051,55643560
22796-1012,X,56045395,56045614
22797-1012,X,56081758,56082063
22798-1014,X,56306664,56306981
22799-1015,X,56374455,56375000
22800-1015,X,56455389,56456067
22801-1016,X,56597753,56598227
22802-1016,X,56609736,56610169
22803-1017,X,56731284,56732129
22804-1018,X,56881152,56881471
22805-1020,X,57053169,57054001
22806-1022,X,57392570,57393038
22807-1023,X,57503513,57503908
22808-1024,X,57543603,57543908
22809-1024,X,57604625,57605368
22810-1027,X,58018705,58018950
22811-1027,X,58019185,58019416
22812-1027,X,58030331,58031908
22813-1027,X,58038097,58039089
22814-1029,X,58215075,58215528
22815-1029,X,58218812,58219041
22816-1029,X,58219696,58220125
22817-1030,X,58359754,58359983
22818-1030,X,58389776,58390009
22819-1034,X,58861711,58862069
22820-1036,X,59134005,59134898
22821-1037,X,59283872,59284729
22822-1038,X,59466133,59466443
22823-1039,X,59567234,59568293
22824-1041,X,59787845,59788086
22825-1041,X,59788424,59788713
22826-1045,X,60403490,60404878
22827-1046,X,60547375,60548176
22828-1047,X,60624600,60624919
22829-1049,X,60890797,60891120
22830-1049,X,60891898,60894539
22831-1052,X,61257830,61258776
22832-1052,X,61265611,61265889
22833-1053,X,61440065,61440506
22834-1054,X,61559308,61559528
22835-1055,X,61709649,61709897
22836-1056,X,61767855,61768066
22837-1056,X,61770731,61770972
22838-1056,X,61771636,61772064
22839-1057,X,61968607,61969529
22840-1058,X,62083521,62083737
22841-1059,X,62197335,62197845
22842-1062,X,62630375,62631105
22843-1063,X,62747584,62747915
22844-1064,X,62840747,62841045
22845-1064,X,62871506,62871707
22846-1064,X,62890968,62891481
22847-1064,X,62904173,62904472
22848-1065,X,62932195,62932500
22849-1065,X,63016803,63017044
22850-1066,X,63126564,63126933
22851-1069,X,63509249,63509762
22852-1072,X,63946060,63946379
22853-1075,X,64275774,64276014
22854-1075,X,64276704,64277092
22855-1077,X,64489300,64489605
22856-1078,X,64632178,64633302
22857-1080,X,64889893,64890424
22858-1080,X,64933434,64933655
22859-1080,X,65002140,65002581
22860-1081,X,65093373,65093687
22861-1082,X,65153156,65153398
22862-1082,X,65153584,65153855
22863-1084,X,65406741,65407254
22864-1085,X,65539980,65540629
22865-1086,X,65708027,65708241
22866-1088,X,65975032,65975751
22867-1089,X,66077679,66077912
22868-1089,X,66111249,66111455
22869-1089,X,66174651,66174911
22870-1091,X,66331333,66331574
22871-1091,X,66452053,66452363
22872-1092,X,66493626,66495805
22873-1093,X,66608786,66609089
22874-1094,X,66758575,66758781
22875-1096,X,67013271,67014226
22876-1096,X,67048006,67048213
22877-1097,X,67143370,67144019
22878-1097,X,67225320,67225645
22879-1099,X,67379525,67380471
22880-1099,X,67471094,67471499
22881-1101,X,67718631,67718838
22882-1104,X,68101798,68102034
22883-1105,X,68182838,68183304
22884-1107,X,68516679,68516924
22885-1108,X,68678183,68679412
22886-1110,X,68821095,68821401
22887-1111,X,69002978,69003430
22888-1111,X,69024088,69024594
22889-1112,X,69180396,69180700
22890-1113,X,69246599,69246861
22891-1114,X,69360258,69360804
22892-1115,X,69572980,69573514
22893-1116,X,69635553,69636287
22894-1118,X,69937101,69938480
22895-1119,X,70055425,70055744
22896-1119,X,70072279,70072699
22897-1121,X,70264230,70264743
22898-1121,X,70364871,70365161
22899-1122,X,70476908,70477210
22900-1124,X,70748298,70748739
22901-1125,X,70850214,70850519
22902-1127,X,71049980,71050379
22903-1127,X,71050987,71051289
22904-1129,X,71364633,71365169
22905-1130,X,71555709,71557237
22906-1131,X,71664218,71664718
22907-1132,X,71816448,71816991
22908-1134,X,71962283,71963047
22909-1134,X,72085470,72086119
22910-1135,X,72106942,72107261
22911-1136,X,72269936,72270154
22912-1136,X,72274703,72275156
22913-1138,X,72578115,72578858
22914-1138,X,72612937,72613676
22915-1139,X,72685394,72685692
22916-1139,X,72743427,72743685
22917-1140,X,72748549,72749032
22918-1140,X,72825026,72825488
22919-1141,X,72918211,72918481
22920-1141,X,72943003,72943510
22921-1141,X,72987283,72987564
22922-1143,X,73174569,73175055
22923-1143,X,73228176,73229138
22924-1144,X,73274286,73275029
22925-1144,X,73306089,73307649
22926-1144,X,73342542,73342846
22927-1144,X,73353887,73354378
22928-1145,X,73421939,73422448
22929-1145,X,73503078,73503605
22930-1146,X,73637256,73637560
22931-1146,X,73639359,73640713
22932-1146,X,73659698,73660177
22933-1147,X,73673086,73674047
22934-1147,X,73716076,73716670
22935-1147,X,73786896,73787489
22936-1148,X,73823442,73823695
22937-1148,X,73824350,73825094
22938-1148,X,73880629,73880962
22939-1148,X,73921592,73922345
22940-1149,X,73965822,73967884
22941-1149,X,74023384,74023956
22942-1150,X,74085010,74085723
22943-1151,X,74245775,74246710
22944-1151,X,74249744,74250013
22945-1151,X,74254576,74255249
22946-1151,X,74270701,74270912
22947-1151,X,74312929,74313457
22948-1152,X,74328942,74329203
22949-1152,X,74368245,74368698
22950-1152,X,74373091,74373440
22951-1152,X,74392977,74393208
22952-1152,X,74428745,74429073
22953-1153,X,74553236,74553517
22954-1153,X,74556353,74556596
22955-1154,X,74622018,74622259
22956-1154,X,74632999,74633306
22957-1156,X,74864540,74865691
22958-1157,X,75084497,75084765
22959-1157,X,75095844,75096237
22960-1157,X,75103860,75104235
22961-1158,X,75130717,75131225
22962-1158,X,75143197,75143602
22963-1158,X,75155594,75155851
22964-1158,X,75200490,75201404
22965-1158,X,75232865,75233072
22966-1159,X,75302989,75303944
22967-1160,X,75416284,75416724
22968-1160,X,75475402,75475665
22969-1161,X,75577766,75578109
22970-1162,X,75723624,75723957
22971-1164,X,75951190,75951558
22972-1164,X,75966252,75966827
22973-1167,X,76362192,76363147
22974-1168,X,76464200,76464499
22975-1170,X,76760653,76760886
22976-1171,X,76840255,76840574
22977-1171,X,76894597,76895080
22978-1171,X,76899945,76900203
22979-1173,X,77073618,77073935
22980-1173,X,77077174,77077449
22981-1173,X,77078113,77078428
22982-1174,X,77257948,77258479
22983-1174,X,77265747,77266278
22984-1174,X,77315301,77316093
22985-1175,X,77343001,77343857
22986-1175,X,77397769,77398222
22987-1175,X,77433587,77433797
22988-1176,X,77510719,77511741
22989-1178,X,77795221,77796090
22990-1179,X,77968969,77969477
22991-1181,X,78230860,78231374
22992-1182,X,78340793,78340995
22993-1182,X,78348001,78348203
22994-1183,X,78397942,78398226
22995-1184,X,78583589,78583838
22996-1185,X,78708812,78709258
22997-1185,X,78709913,78710310
22998-1185,X,78715563,78715776
22999-1186,X,78888238,78888720
23000-1188,X,79074821,79075304
23001-1188,X,79144287,79144570
23002-1192,X,79689677,79689900
23003-1193,X,79717747,79718090
23004-1193,X,79743851,79744836
23005-1193,X,79786153,79786688
23006-1193,X,79819958,79820247
23007-1194,X,79861086,79862173
23008-1196,X,80106720,80106963
23009-1196,X,80139298,80139762
23010-1196,X,80208162,80208902
23011-1198,X,80466666,80466900
23012-1199,X,80596345,80598106
23013-1201,X,80815872,80816105
23014-1202,X,80889981,80890291
23015-1202,X,80965240,80966776
23016-1203,X,81070443,81071237
23017-1204,X,81194912,81195201
23018-1204,X,81243200,81243432
23019-1206,X,81413097,81413402
23020-1208,X,81682952,81683617
23021-1208,X,81764355,81764599
23022-1210,X,81982321,81982626
23023-1212,X,82268861,82269302
23024-1213,X,82440997,82441228
23025-1215,X,82654759,82655285
23026-1217,X,82934714,82935292
23027-1224,X,83847958,83848227
23028-1225,X,83894816,83895135
23029-1229,X,84511803,84512024
23030-1230,X,84545248,84545987
23031-1237,X,85511117,85511454
23032-1237,X,85573658,85574475
23033-1239,X,85776538,85777198
23034-1242,X,86191680,86192314
23035-1245,X,86583134,86583403
23036-1247,X,86821788,86822239
23037-1247,X,86898338,86898647
23038-1249,X,87084048,87084367
23039-1252,X,87466111,87466645
23040-1260,X,88592006,88592220
23041-1263,X,88883123,88883666
23042-1263,X,88892443,88893159
23043-157,X,88997859,88998175
23044-1264,X,89018924,89019407
23045-1266,X,89301310,89301802
23046-1267,X,89422279,89422523
23047-1267,X,89488203,89488725
23048-1268,X,89523616,89523824
23049-1268,X,89524528,89524801
23050-1274,X,90330103,90330422
23051-1277,X,90775303,90775834
23052-1278,X,90845026,90845548
23053-1280,X,91129818,91130163
23054-1280,X,91130829,91131095
23055-1280,X,91157258,91157483
23056-1285,X,91818027,91818519
23057-1285,X,91841296,91841827
23058-1285,X,91846374,91846812
23059-1286,X,91900564,91900834
23060-1288,X,92248499,92249000
23061-1288,X,92254728,92255066
23062-1289,X,92274728,92275169
23063-1292,X,92712260,92712490
23064-1293,X,92800753,92801261
23065-1293,X,92909132,92909437
23066-1293,X,92917194,92917404
23067-1294,X,92943599,92943918
23068-1296,X,93286379,93286608
23069-1296,X,93288436,93289354
23070-1296,X,93294624,93294867
23071-1296,X,93297070,93297442
23072-1296,X,93299077,93299390
23073-1299,X,93631949,93632435
23074-1300,X,93831877,93832375
23075-1301,X,93919661,93919894
23076-1301,X,93922130,93923050
23077-1302,X,93980602,93981076
23078-1302,X,93988676,93988893
23079-1303,X,94122087,94123678
23080-1303,X,94177634,94177877
23081-1303,X,94177980,94178252
23082-1303,X,94212660,94213312
23083-1303,X,94234295,94235516
23084-1304,X,94366646,94367151
23085-1306,X,94541067,94542086
23086-1307,X,94636071,94636563
23087-1307,X,94724498,94726531
23088-1307,X,94726670,94726878
23089-1308,X,94773746,94774247
23090-1308,X,94795980,94796188
23091-1308,X,94796327,94798359
23092-1309,X,94990585,94990809
23093-1309,X,95026432,95026700
23094-1311,X,95196398,95196632
23095-1312,X,95291497,95291730
23096-1312,X,95349998,95350500
23097-1313,X,95444298,95444518
23098-1314,X,95562762,95563025
23099-1315,X,95699286,95699596
23100-1315,X,95711569,95712121
23101-1315,X,95743762,95744411
23102-1316,X,95870456,95870897
23103-1317,X,95956766,95957085
23104-1317,X,95968348,95968586
23105-1318,X,96095937,96096269
23106-1321,X,96539466,96539681
23107-1322,X,96659343,96659916
23108-1322,X,96682157,96682619
23109-1322,X,96686799,96687097
23110-1325,X,97072492,97072696
23111-1329,X,97604296,97605241
23112-1330,X,97728022,97728553
23113-1331,X,97833716,97834052
23114-1331,X,97908015,97908320
23115-1332,X,97966231,97967799
23116-1332,X,97975145,97976500
23117-1333,X,98103677,98104160
23118-1333,X,98107096,98107480
23119-1333,X,98110947,98111187
23120-1334,X,98222665,98223173
23121-1338,X,98708514,98708716
23122-1338,X,98741286,98741990
23123-1338,X,98743528,98744273
23124-1339,X,98890404,98891060
23125-1339,X,98936881,98938199
23126-1340,X,99042589,99043122
23127-1341,X,99136111,99137250
23128-1341,X,99216696,99217204
23129-1343,X,99470415,99470856
23130-1345,X,99706424,99706741
23131-1346,X,99819862,99821609
23132-1346,X,99853294,99853737
23133-1347,X,99907367,99907581
23134-1347,X,100007314,100007755
23135-1348,X,100108069,100108718
23136-1350,X,100294710,100294940
23137-1350,X,100295045,100295778
23138-1351,X,100429023,100429392
23139-1352,X,100625777,100626269
23140-1353,X,100767769,100768142
23141-1353,X,100777002,100777406
23142-1356,X,101059591,101059915
23143-1357,X,101222180,101222590
23144-1357,X,101254032,101255222
23145-1357,X,101273844,101274406
23146-1358,X,101332443,101332891
23147-1358,X,101384706,101385003
23148-1358,X,101419638,101420088
23149-1358,X,101429438,101429960
23150-1359,X,101532486,101533085
23151-1360,X,101695812,101697996
23152-1360,X,101698301,101698506
23153-1361,X,101768489,101768712
23154-1361,X,101794171,101794751
23155-1362,X,101849379,101850502
23156-1363,X,102070951,102071451
23157-1364,X,102157022,102157380
23158-1364,X,102178466,102178786
23159-1364,X,102189190,102189422
23160-1365,X,102250047,102252330
23161-1367,X,102560851,102561156
23162-1368,X,102643877,102644382
23163-1370,X,102933586,102934272
23164-1370,X,103012803,103014383
23165-1371,X,103066551,103068131
23166-1371,X,103120218,103120543
23167-1372,X,103164998,103165560
23168-1372,X,103227708,103227930
23169-1373,X,103356256,103356941
23170-1374,X,103447736,103447985
23171-1374,X,103482090,103482350
23172-1374,X,103493348,103493830
23173-1375,X,103614849,103615104
23174-1375,X,103616838,103617098
23175-1375,X,103623525,103623769
23176-1376,X,103695100,103695616
23177-1377,X,103821486,103821970
23178-1378,X,103980676,103981224
23179-1379,X,104167405,104167913
23180-1379,X,104199636,104201160
23181-1380,X,104272712,104273017
